,Power [kW],Temperature [°C],Holiday,Hour,Day_of_the_week,Month,working_day,logtemp,Power-1
1036,155.0421145,12.624166666666666,0.0,0,4,2,1,2.535612966382232,154.7670943
1037,143.0102947,12.036666666666667,0.0,1,4,2,1,2.487957546621257,155.0421145
1038,139.538217,11.546666666666667,0.0,2,4,2,1,2.446396795026125,143.0102947
1039,139.2470807,11.274999999999999,0.0,3,4,2,1,2.422587885388742,139.538217
1040,138.4326944,10.8175,0.0,4,4,2,1,2.3811651931169027,139.2470807
1041,145.4134773,10.059999999999999,0.0,5,4,2,1,2.308567164671593,138.4326944
1042,166.6176603,9.663333333333332,0.0,6,4,2,1,2.2683386542654542,145.4134773
1043,191.6549635,9.467500000000001,0.0,7,4,2,1,2.247864880793813,166.6176603
1044,234.0346554,10.076666666666666,0.0,8,4,2,1,2.310222520123257,191.6549635
1045,295.3687646,10.769166666666669,0.0,9,4,2,1,2.3766871127491,234.0346554
1046,316.0957436,11.450833333333334,0.0,10,4,2,1,2.4380625075556828,295.3687646
1047,323.1420374,12.746666666666668,0.0,11,4,2,1,2.545269799515091,316.0957436
1048,302.5998703,14.793333333333331,0.0,12,4,2,1,2.6941766288363382,323.1420374
1049,294.2435678,17.3725,0.0,13,4,2,1,2.854888496206345,302.5998703
1050,301.97804,17.411666666666665,0.0,14,4,2,1,2.8571404796213615,294.2435678
1051,311.6234212,17.565833333333334,0.0,15,4,2,1,2.865955727423803,301.97804
1052,299.5823922,17.666666666666668,0.0,16,4,2,1,2.8716796248840124,311.6234212
1053,270.4626925,17.274166666666673,0.0,17,4,2,1,2.84921212922342,299.5823922
1054,237.4209201,16.649166666666666,0.0,18,4,2,1,2.8123601651238572,270.4626925
1055,211.1707234,14.722499999999998,0.0,19,4,2,1,2.689376935836589,237.4209201
1056,171.9114852,13.368333333333334,0.0,20,4,2,1,2.592888726150778,211.1707234
1057,160.6471685,13.062499999999998,0.0,21,4,2,1,2.56974552972503,171.9114852
1058,158.159638,13.168333333333335,0.0,22,4,2,1,2.577814957506587,160.6471685
1059,152.5912115,12.513846153846155,0.0,23,4,2,1,2.526835723577487,158.159638
1060,140.0011886,12.517499999999998,0.0,0,5,2,0,2.5271276652219625,152.5912115
1061,136.4583675,12.457500000000001,0.0,1,5,2,0,2.522322851173423,140.0011886
1062,132.7845246,12.505000000000003,0.0,2,5,2,0,2.5261285643295825,136.4583675
1063,132.6955721,12.2575,0.0,3,5,2,0,2.506137994543251,132.7845246
1064,134.1828579,11.436666666666666,0.0,4,5,2,0,2.4368245682022485,132.6955721
1065,134.6491783,10.751666666666667,0.0,5,5,2,0,2.3750607813160953,134.1828579
1066,141.731681,11.180833333333332,0.0,6,5,2,0,2.41420100281438,134.6491783
1067,148.8683924,11.048333333333332,0.0,7,5,2,0,2.402279587025245,141.731681
1068,142.3049537,12.483333333333333,0.0,8,5,2,0,2.524394421295119,148.8683924
1069,133.9390234,14.300833333333332,0.0,9,5,2,0,2.660317810626211,142.3049537
1070,135.3528449,13.715833333333334,0.0,10,5,2,0,2.6185508832679765,133.9390234
1071,135.4968433,13.690833333333332,0.0,11,5,2,0,2.616726509130245,135.3528449
1072,138.5139028,13.20916666666667,0.0,12,5,2,0,2.5809110330218012,135.4968433
1073,141.2400353,13.676666666666668,0.0,13,5,2,0,2.6156912177859852,138.5139028
1074,130.9431032,14.100000000000001,0.0,15,5,2,0,2.6461747973841225,141.2400353
1075,137.0186636,13.76,0.0,16,5,2,0,2.6217658325051976,130.9431032
1076,143.3707093,12.866666666666667,0.0,17,5,2,0,2.5546399878026755,137.0186636
1077,146.7707878,12.14583333333333,0.0,18,5,2,0,2.496986175442601,143.3707093
1078,146.930693,11.755833333333333,0.0,19,5,2,0,2.4643495712984107,146.7707878
1079,145.0463651,11.150833333333333,0.0,20,5,2,0,2.411514233528897,146.930693
1080,144.672346,10.894166666666665,0.0,21,5,2,0,2.3882274777857684,145.0463651
1081,141.9056093,10.929166666666667,0.0,22,5,2,0,2.3914350565248825,144.672346
1082,139.2742897,10.745833333333335,0.0,23,5,2,0,2.3745180825393537,141.9056093
1083,140.8660162,10.316666666666666,0.0,0,6,2,0,2.3337607104624953,139.2742897
1084,142.977016,9.786666666666667,0.0,1,6,2,0,2.281020915078205,140.8660162
1085,138.7146215,9.520833333333334,0.0,2,6,2,0,2.253482379986314,142.977016
1086,138.7723883,9.458333333333334,0.0,3,6,2,0,2.246896187133457,138.7146215
1087,138.4984146,9.458333333333334,0.0,4,6,2,0,2.246896187133457,138.7723883
1088,138.502182,9.099166666666667,0.0,5,6,2,0,2.2081828342379746,138.4984146
1089,138.5235306,8.623333333333333,0.0,6,6,2,0,2.154471707529828,138.502182
1090,143.0588523,8.635833333333334,0.0,7,6,2,0,2.155920213408126,138.5235306
1091,135.5585868,9.4425,0.0,8,6,2,0,2.245220775604475,143.0588523
1092,133.1656599,9.614166666666666,0.0,9,6,2,0,2.263237705151198,135.5585868
1093,134.3975997,9.925833333333333,0.0,10,6,2,0,2.295140786104809,133.1656599
1094,144.9971796,11.363333333333335,0.0,11,6,2,0,2.430391797481702,134.3975997
1095,146.9941109,13.231666666666667,0.0,12,6,2,0,2.582612946508967,144.9971796
1096,142.3936969,14.917499999999999,0.0,13,6,2,0,2.7025350204141,146.9941109
1097,142.8646219,15.5225,0.0,14,6,2,0,2.742290584256911,142.3936969
1098,146.0009824,15.863333333333335,0.0,15,6,2,0,2.7640103664649094,142.8646219
1099,149.431828,15.964166666666669,0.0,16,6,2,0,2.7703466272890096,146.0009824
1100,152.083659,15.853333333333332,0.0,17,6,2,0,2.763379783154471,149.431828
1101,158.9576989,15.374166666666667,0.0,18,6,2,0,2.7326886116816738,152.083659
1102,161.1356747,14.866666666666669,0.0,19,6,2,0,2.699121570357909,158.9576989
1103,162.4546833,14.660833333333334,0.0,20,6,2,0,2.6851795388629545,161.1356747
1104,160.7871902,14.430833333333334,0.0,21,6,2,0,2.6693671211760592,162.4546833
1105,159.1234645,13.699166666666668,0.0,22,6,2,0,2.6173350037334187,160.7871902
1106,147.0265524,13.49923076923077,0.0,23,6,2,0,2.6026327037639785,159.1234645
1107,135.8290024,10.755,0.0,6,0,2,1,2.3753707627196934,147.0265524
1108,169.4180943,10.934166666666668,0.0,7,0,2,1,2.391892443329624,135.8290024
1109,235.1405966,10.594166666666666,0.0,8,0,2,1,2.360303535174031,169.4180943
1110,296.7128892,10.725833333333332,0.0,9,0,2,1,2.372655161873286,235.1405966
1111,322.9113888,12.065833333333336,0.0,10,0,2,1,2.49037776700533,296.7128892
1112,329.8722882,13.256666666666666,0.0,11,0,2,1,2.5845005705514894,322.9113888
1113,313.3340301,14.497500000000004,0.0,12,0,2,1,2.6739762207684588,329.8722882
1114,313.0322195,15.4825,0.0,13,0,2,1,2.739710353830079,313.3340301
1115,334.3856334,16.392499999999995,0.0,14,0,2,1,2.796823913155637,313.0322195
1116,335.3712271,17.121666666666666,0.0,15,0,2,1,2.840344718000117,334.3856334
1117,324.7622287,17.203333333333333,0.0,16,0,2,1,2.845103163492526,335.3712271
1118,282.3992808,17.075833333333332,0.0,17,0,2,1,2.837664208560741,324.7622287
1119,240.7257671,16.2575,0.0,18,0,2,1,2.78855434076117,282.3992808
1120,195.7608016,15.56166666666667,0.0,19,0,2,1,2.7448106252677795,240.7257671
1121,153.7647566,15.175000000000002,0.0,20,0,2,1,2.719649336945562,195.7608016
1122,138.7328306,14.754999999999997,0.0,21,0,2,1,2.6915820083949025,153.7647566
1123,135.1207312,14.488333333333335,0.0,22,0,2,1,2.673343727862918,138.7328306
1124,131.0546601,14.211666666666666,0.0,23,0,2,1,2.654063223525903,135.1207312
1125,139.9101431,12.862500000000002,0.0,1,1,2,1,2.5543161011601683,131.0546601
1126,139.4982407,12.416666666666666,0.0,2,1,2,1,2.519039656157459,139.9101431
1127,138.5666464,12.340000000000002,0.0,3,1,2,1,2.512846018477242,139.4982407
1128,136.5630175,12.103333333333333,0.0,4,1,2,1,2.493480896758135,138.5666464
1129,140.9742243,11.559166666666664,0.0,5,1,2,1,2.447478772987198,136.5630175
1130,158.6391443,11.575833333333335,0.0,6,1,2,1,2.448919591621298,140.9742243
1131,178.9554767,11.099166666666669,0.0,7,1,2,1,2.406870030424939,158.6391443
1132,256.9747726,11.0025,0.0,8,1,2,1,2.3981225197031093,178.9554767
1133,319.5531703,11.696666666666667,0.0,9,1,2,1,2.459303900927014,256.9747726
1134,337.1013009,12.272499999999999,0.0,10,1,2,1,2.5073609869500704,319.5531703
1135,341.8128532,13.292500000000002,0.0,11,1,2,1,2.5871999663963567,337.1013009
1136,319.770633,14.27083333333333,0.0,12,1,2,1,2.658217827354334,341.8128532
1137,307.2143074,15.482499999999996,0.0,13,1,2,1,2.7397103538300787,319.770633
1138,315.4253557,16.315833333333334,0.0,14,1,2,1,2.7921360064811815,307.2143074
1139,314.3219261,16.863333333333333,0.0,15,1,2,1,2.825141639635735,315.4253557
1140,309.588188,17.041666666666668,0.0,16,1,2,1,2.8356613256948564,314.3219261
1141,271.0828484,16.9125,0.0,17,1,2,1,2.8280529934969065,309.588188
1142,234.0928408,16.788333333333334,0.0,18,1,2,1,2.820684200726535,271.0828484
1143,182.3691597,16.585833333333333,0.0,19,1,2,1,2.8085489173431286,234.0928408
1144,148.9234383,16.503333333333334,0.0,20,1,2,1,2.803562380705222,182.3691597
1145,139.3153125,16.3275,0.0,21,1,2,1,2.7928508027946752,148.9234383
1146,133.6179572,15.900833333333333,0.0,22,1,2,1,2.76637151875425,139.3153125
1147,131.2183327,15.081666666666669,0.0,23,1,2,1,2.713479878134987,133.6179572
1148,165.0784681,14.185,0.0,0,2,2,1,2.6521850682608146,131.2183327
1149,154.4870509,13.690833333333336,0.0,1,2,2,1,2.6167265091302454,165.0784681
1150,151.4277128,13.208333333333334,0.0,2,2,2,1,2.580847943529335,154.4870509
1151,143.0760149,12.8975,0.0,3,2,2,1,2.557033494136668,151.4277128
1152,142.5167653,12.455000000000004,0.0,4,2,2,1,2.522122148714144,143.0760149
1153,151.8002668,11.928333333333335,0.0,5,2,2,1,2.4789165225224514,142.5167653
1154,169.6786728,11.6925,0.0,6,2,2,1,2.4589476106179045,151.8002668
1155,213.0627954,11.681666666666667,0.0,7,2,2,1,2.4580206612841784,169.6786728
1156,268.7194328,11.715833333333334,0.0,8,2,2,1,2.4609412033038156,213.0627954
1157,320.9136203,12.384166666666667,0.0,9,2,2,1,2.5164187749824776,268.7194328
1158,347.5062318,13.308333333333335,0.0,10,2,2,1,2.5883904054329667,320.9136203
1159,348.5217554,14.125,0.0,11,2,2,1,2.6479462770325046,347.5062318
1160,329.5587568,15.014166666666666,0.0,12,2,2,1,2.7089941998396085,348.5217554
1161,321.6631236,16.685,0.0,13,2,2,1,2.814510112203337,329.5587568
1162,331.5586183,17.636666666666667,0.0,14,2,2,1,2.869980068247931,321.6631236
1163,326.480791,18.01,0.0,15,2,2,1,2.8909271591878647,331.5586183
1164,322.3523485,18.514166666666668,0.0,16,2,2,1,2.918536204801036,326.480791
1165,300.7789603,18.146666666666665,0.0,17,2,2,1,2.8984868891151554,322.3523485
1166,259.716184,17.679166666666664,0.0,18,2,2,1,2.8723869218603335,300.7789603
1167,219.6632802,16.614166666666666,0.0,19,2,2,1,2.810255745066735,259.716184
1168,179.3920765,15.561666666666666,0.0,20,2,2,1,2.7448106252677795,219.6632802
1169,171.5073269,15.1925,0.0,21,2,2,1,2.7208018850273734,179.3920765
1170,167.5086504,15.227500000000001,0.0,22,2,2,1,2.723103003728503,171.5073269
1171,165.5194632,15.454999999999998,0.0,23,2,2,1,2.7379325755840793,167.5086504
1172,166.4221741,15.021666666666667,0.0,0,3,2,1,2.7094936033402632,165.5194632
1173,164.9468184,14.539166666666667,0.0,1,3,2,1,2.6768461573038103,166.4221741
1174,160.3390789,13.604166666666666,0.0,2,3,2,1,2.61037611836854,164.9468184
1175,145.7050322,12.808333333333332,0.0,3,3,2,1,2.55009600075655,160.3390789
1176,140.0214907,13.104166666666666,0.0,4,3,2,1,2.5729302457925494,145.7050322
1177,147.2170154,13.233333333333334,0.0,5,3,2,1,2.5827388990250353,140.0214907
1178,162.4490322,13.211666666666666,0.0,6,3,2,1,2.5811002776210095,147.2170154
1179,199.0838577,12.170833333333336,0.0,7,3,2,1,2.4990423790457497,162.4490322
1180,274.5019732,12.436666666666666,0.0,8,3,2,1,2.520649098564957,199.0838577
1181,319.1827093,13.085,0.0,9,3,2,1,2.5714665359821094,274.5019732
1182,339.7868292,14.004166666666663,0.0,10,3,2,1,2.639354904383114,319.1827093
1183,339.3782756,15.692500000000003,0.0,11,3,2,1,2.75318289120955,339.7868292
1184,319.4194276,16.2,0.0,12,3,2,1,2.785011242238338,339.3782756
1185,297.6968085,15.5175,0.0,13,3,2,1,2.7419684193056706,319.4194276
1186,323.3603373,15.193333333333333,0.0,14,3,2,1,2.7208567351494284,297.6968085
1187,338.362752,14.786666666666667,0.0,15,3,2,1,2.693725873814057,323.3603373
1188,321.9714225,14.2825,0.0,16,3,2,1,2.6590350116164805,338.362752
1189,292.7282358,13.730000000000002,0.0,17,3,2,1,2.6195832197798796,321.9714225
1190,259.6054643,12.570000000000002,0.0,18,3,2,1,2.531313022602156,292.7282358
1191,215.9768793,11.906666666666668,0.0,19,3,2,1,2.4770984673401886,259.6054643
1192,173.8627891,11.705,0.0,20,3,2,1,2.460016100942874,215.9768793
1193,152.6521178,11.795,0.0,21,3,2,1,2.4676757128596383,173.8627891
1194,145.9875872,11.918333333333335,0.0,22,3,2,1,2.4780778308322495,152.6521178
1195,141.775634,12.103076923076921,0.0,23,3,2,1,2.4934597114395594,145.9875872
1196,143.0929682,12.506666666666668,0.0,0,4,2,1,2.5262618354699145,141.775634
1197,141.5127532,12.67,0.0,1,4,2,1,2.5392369943330477,143.0929682
1198,140.6240654,12.709166666666668,0.0,2,4,2,1,2.5423235178800923,141.5127532
1199,141.6621934,12.530000000000001,0.0,3,4,2,1,2.528125768907977,140.6240654
1200,139.8921433,12.42,0.0,4,4,2,1,2.519308076505333,141.6621934
1201,142.9885275,12.4275,0.0,5,4,2,1,2.519911758986691,139.8921433
1202,157.6292718,12.434166666666664,0.0,6,4,2,1,2.52044805986433,142.9885275
1203,186.306302,12.208333333333334,0.0,7,4,2,1,2.502118778669122,157.6292718
1204,258.7875199,12.238333333333332,0.0,8,4,2,1,2.504573102235464,186.306302
1205,302.5567545,12.828333333333331,0.0,9,4,2,1,2.551656266318171,258.7875199
1206,305.548698,13.31,0.0,10,4,2,1,2.58851563240702,302.5567545
1207,300.8970055,13.864166666666668,0.0,11,4,2,1,2.629307573883651,305.548698
1208,273.2108015,14.601666666666665,0.0,12,4,2,1,2.6811356774502175,300.8970055
1209,271.2927763,15.245,0.0,13,4,2,1,2.724251580440218,273.2108015
1210,284.4288629,15.612499999999997,0.0,14,4,2,1,2.748071875451696,271.2927763
1211,283.5933373,15.0775,0.0,15,4,2,1,2.713203566343005,284.4288629
1212,267.6325379,14.009166666666665,0.0,16,4,2,1,2.6397118772569668,283.5933373
1213,250.0463147,12.918333333333331,0.0,17,4,2,1,2.558647491065365,267.6325379
1214,232.4341383,12.008333333333335,0.0,18,4,2,1,2.485600853217476,250.0463147
1215,207.4987642,11.580833333333333,0.0,19,4,2,1,2.44935143271049,232.4341383
1216,164.1571295,11.388333333333335,0.0,20,4,2,1,2.432589439564632,207.4987642
1217,157.3289263,11.313333333333333,0.0,21,4,2,1,2.4259819711379706,164.1571295
1218,145.8410772,11.258333333333333,0.0,22,4,2,1,2.421108595178153,157.3289263
1219,143.9667957,11.110833333333334,0.0,23,4,2,1,2.4079206083393667,145.8410772
1220,143.0050622,11.078333333333333,0.0,0,5,2,0,2.4049912488254352,143.9667957
1221,143.380965,10.992499999999998,0.0,1,5,2,0,2.397213222072828,143.0050622
1222,141.2107333,10.870833333333332,0.0,2,5,2,0,2.386083361794737,143.380965
1223,140.1830703,10.825000000000001,0.0,3,5,2,0,2.3818582738885534,141.2107333
1224,136.164301,11.133333333333335,0.0,4,5,2,0,2.4099436113145454,140.1830703
1225,136.6697605,11.226666666666667,0.0,5,5,2,0,2.4182919007060164,136.164301
1226,138.5601581,11.263076923076921,0.0,6,5,2,0,2.4215298467569597,136.6697605
1227,139.596821,11.385833333333336,0.0,7,5,2,0,2.4323698925623964,138.5601581
1228,137.0931744,11.855833333333335,0.0,8,5,2,0,2.4728200108750755,139.596821
1229,137.9527695,12.334999999999999,0.0,9,5,2,0,2.51244074998132,137.0931744
1230,135.4780063,13.246666666666668,0.0,10,5,2,0,2.583745948455561,137.9527695
1231,137.891026,13.361666666666666,0.0,11,5,2,0,2.5923899108268054,135.4780063
1232,137.4983792,14.099166666666669,0.0,12,5,2,0,2.6461156939827046,137.891026
1233,139.8000513,14.7475,0.0,13,5,2,0,2.6910735768950933,137.4983792
1234,143.5019404,14.1425,0.0,14,5,2,0,2.649184448235174,139.8000513
1235,152.255285,13.451666666666668,0.0,15,5,2,0,2.599103014108226,143.5019404
1236,158.1322197,13.194999999999999,0.0,16,5,2,0,2.579837969955287,152.255285
1237,157.481506,12.540833333333332,0.0,17,5,2,0,2.5289899870106267,158.1322197
1238,160.3524741,12.045833333333333,0.0,18,5,2,0,2.4887188186743545,157.481506
1239,155.4653191,11.735,0.0,19,5,2,0,2.462575829302987,160.3524741
1240,146.6249057,11.415833333333332,0.0,20,5,2,0,2.435001280675298,155.4653191
1241,138.5578558,11.081666666666665,0.0,21,5,2,0,2.4052920911863085,146.6249057
1242,137.1214299,10.850833333333332,0.0,22,5,2,0,2.3842418819526365,138.5578558
1243,138.7144122,10.501666666666667,0.0,23,5,2,0,2.351533974725909,137.1214299
1244,140.2695112,10.244166666666667,0.0,0,6,2,0,2.3267084378912495,138.7144122
1245,140.5064388,9.959166666666667,0.0,1,6,2,0,2.2984934000907895,140.2695112
1246,138.5141121,9.836666666666666,0.0,2,6,2,0,2.2861169002867383,140.5064388
1247,141.1797569,9.850000000000001,0.0,3,6,2,0,2.2874714551839976,138.5141121
1248,138.8715965,9.909166666666666,0.0,4,6,2,0,2.293460254661487,141.1797569
1249,141.5407994,10.042499999999999,0.0,5,6,2,0,2.3068260872513,138.8715965
1250,137.585448,10.165,0.0,6,6,2,0,2.3189504470803097,141.5407994
1251,136.8639909,10.323333333333332,0.0,7,6,2,0,2.3344067053170017,137.585448
1252,134.843618,10.571666666666665,0.0,8,6,2,0,2.3581774664177506,136.8639909
1253,132.8755701,10.987499999999999,0.0,9,6,2,0,2.396758263011295,134.843618
1254,132.4927604,12.084166666666667,0.0,10,6,2,0,2.4918960557718033,132.8755701
1255,133.5024236,13.169166666666667,0.0,11,6,2,0,2.577878238633012,132.4927604
1256,132.0613931,14.04,0.0,12,6,2,0,2.641910398597665,133.5024236
1257,132.1484619,13.7825,0.0,13,6,2,0,2.623399671481702,132.0613931
1258,132.8818491,12.894999999999998,0.0,14,6,2,0,2.5568396393333077,132.1484619
1259,131.0628228,12.979999999999999,0.0,15,6,2,0,2.563409711275944,132.8818491
1260,133.7920948,13.085000000000003,0.0,16,6,2,0,2.5714665359821094,131.0628228
1261,137.3317764,13.451666666666668,0.0,17,6,2,0,2.599103014108226,133.7920948
1262,140.0922341,13.281666666666668,0.0,18,6,2,0,2.586384638181602,137.3317764
1263,139.9203988,13.160833333333334,0.0,19,6,2,0,2.577245247093963,140.0922341
1264,138.9934091,12.950833333333334,0.0,20,6,2,0,2.56116013613952,139.9203988
1265,138.0768844,12.59083333333333,0.0,21,6,2,0,2.532969035963749,138.9934091
1266,134.6625735,12.148333333333335,0.0,22,6,2,0,2.4971919861660665,138.0768844
1267,136.5129948,11.99076923076923,0.0,23,6,2,0,2.4841371230089715,134.6625735
1268,134.3881812,11.114166666666664,0.0,6,0,2,1,2.4082205708463027,136.5129948
1269,154.1228689,10.996666666666664,0.0,7,0,2,1,2.39759219657238,134.3881812
1270,202.0293366,11.296666666666667,0.0,8,0,2,1,2.42450769695085,154.1228689
1271,258.2270145,11.315833333333336,0.0,9,0,2,1,2.4262029249227033,202.0293366
1272,271.2860787,12.968333333333334,0.0,10,0,2,1,2.562510488400784,258.2270145
1273,273.1283373,13.834166666666667,0.0,11,0,2,1,2.6271413777179844,271.2860787
1274,253.0127236,13.570833333333333,0.0,12,0,2,1,2.607922881934242,273.1283373
1275,244.5274923,13.955000000000004,0.0,13,0,2,1,2.6358378669882856,253.0127236
1276,266.2752274,13.975,0.0,14,0,2,1,2.637270019041163,244.5274923
1277,280.7749035,13.823333333333332,0.0,15,0,2,1,2.62635798559018,266.2752274
1278,259.1096326,13.466666666666667,0.0,16,0,2,1,2.6002174962989946,280.7749035
1279,216.8873343,13.399166666666666,0.0,17,0,2,1,2.59519251596832,259.1096326
1280,171.9366012,13.2875,0.0,18,0,2,1,2.586823743668066,216.8873343
1281,151.3123885,12.844999999999999,0.0,19,0,2,1,2.552954630561847,171.9366012
1282,134.3697628,11.930833333333334,0.0,20,0,2,1,2.479126085584236,151.3123885
1283,136.8585491,10.5725,0.0,7,1,2,1,2.3582562903645066,134.3697628
1284,136.4206935,11.361666666666666,0.0,8,1,2,1,2.4302451161466387,136.8585491
1285,131.3361686,12.495833333333332,0.0,9,1,2,1,2.525395255407018,136.4206935
1286,131.8564884,12.9225,0.0,10,1,2,1,2.5589699780880575,131.3361686
1287,132.7026883,13.388333333333334,0.0,12,1,2,1,2.5943836809576664,131.8564884
1288,132.5662247,13.963333333333336,0.0,13,1,2,1,2.6364348462908342,132.7026883
1289,131.7080947,14.065833333333336,0.0,14,1,2,1,2.643748688912836,132.5662247
1290,135.9510243,13.410833333333331,0.0,15,1,2,1,2.596062838042403,131.7080947
1291,137.4517053,13.764999999999999,0.0,16,1,2,1,2.6221291385945706,135.9510243
1292,134.4482503,13.024166666666666,0.0,17,1,2,1,2.566806606066102,137.4517053
1293,138.0944656,12.879166666666668,0.0,18,1,2,1,2.5556110187901253,134.4482503
1294,130.931801,12.546666666666667,0.0,19,1,2,1,2.529455026049069,138.0944656
1295,155.5756202,11.360833333333334,0.0,0,2,3,1,2.430171767410038,130.931801
1296,149.0940178,11.1775,0.0,1,2,3,1,2.4139028291259987,155.5756202
1297,153.1979722,11.219166666666666,0.0,2,2,3,1,2.417623625203143,149.0940178
1298,139.4130556,11.351666666666667,0.0,3,2,3,1,2.429364576025172,153.1979722
1299,137.5193092,11.447499999999998,0.0,4,2,3,1,2.4377713655491133,139.4130556
1300,145.2504326,11.438333333333334,0.0,5,2,3,1,2.4369702876924886,137.5193092
1301,163.0767229,11.467500000000001,0.0,6,2,3,1,2.43951694748919,145.2504326
1302,196.5714205,11.588333333333333,0.0,7,2,3,1,2.4499988448828716,163.0767229
1303,259.9629487,12.11166666666667,0.0,8,2,3,1,2.49416917540049,196.5714205
1304,304.3039909,12.696666666666667,0.0,9,2,3,1,2.541339491822403,259.9629487
1305,337.0673943,13.375833333333333,0.0,10,2,3,1,2.593449596137126,304.3039909
1306,338.0984061,13.387500000000001,0.0,11,2,3,1,2.594321435773867,337.0673943
1307,326.3298857,13.678333333333333,0.0,12,2,3,1,2.615813072413565,338.0984061
1308,328.1080985,13.459166666666667,0.0,13,2,3,1,2.5996604104624215,326.3298857
1309,362.3525087,13.431666666666667,0.0,14,2,3,1,2.5976151031083647,328.1080985
1310,360.6820854,13.424166666666666,0.0,15,2,3,1,2.597056565221874,362.3525087
1311,338.810654,13.315833333333332,0.0,16,2,3,1,2.588953803363297,360.6820854
1312,292.5492843,13.115,0.0,17,2,3,1,2.573756613318837,338.810654
1313,240.9781829,12.946666666666667,0.0,18,2,3,1,2.5608383547550146,292.5492843
1314,211.4053487,12.949166666666668,0.0,19,2,3,1,2.5610314360106425,240.9781829
1315,179.6105857,12.67,0.0,20,2,3,1,2.5392369943330477,211.4053487
1316,167.1677007,12.542499999999999,0.0,21,2,3,1,2.529122877376271,179.6105857
1317,157.4944826,12.281666666666668,0.0,22,2,3,1,2.508107635550853,167.1677007
1318,151.6721752,11.950833333333334,0.0,23,2,3,1,2.4808010109531207,157.4944826
1319,146.9982969,11.705000000000004,0.0,0,3,3,1,2.4600161009428745,151.6721752
1320,145.1945495,11.417499999999999,0.0,1,3,3,1,2.435147266077017,146.9982969
1321,142.1511182,11.022499999999999,0.0,2,3,3,1,2.3999386382499557,145.1945495
1322,137.9603043,10.861666666666666,0.0,3,3,3,1,2.385239771116234,142.1511182
1323,138.7104355,10.748333333333333,0.0,4,3,3,1,2.374750703794231,137.9603043
1324,146.6688587,10.740833333333333,0.0,5,3,3,1,2.3740526776286877,138.7104355
1325,156.4048668,10.679166666666667,0.0,6,3,3,1,2.36829480302208,146.6688587
1326,190.2624906,10.7975,0.0,7,3,3,1,2.379314625852719,156.4048668
1327,268.2861818,11.535000000000002,0.0,8,3,3,1,2.445385891625717,190.2624906
1328,305.4990939,12.661666666666669,0.0,9,3,3,1,2.5385790562870754,268.2861818
1329,347.9080878,13.839166666666669,0.0,10,3,3,1,2.6275027364306616,305.4990939
1330,338.7049575,14.896666666666668,0.0,11,3,3,1,2.7011374742772505,347.9080878
1331,313.3616577,14.761666666666668,0.0,12,3,3,1,2.6920337305934368,338.7049575
1332,288.9028597,16.0125,0.0,13,3,3,1,2.7733696672228527,313.3616577
1333,300.4384292,15.365000000000002,0.0,14,3,3,1,2.732092195582448,288.9028597
1334,307.1201224,15.068333333333333,0.0,15,3,3,1,2.71259541152122,300.4384292
1335,303.5597201,14.250000000000002,0.0,16,3,3,1,2.6567569067146595,307.1201224
1336,277.4382429,13.561666666666667,0.0,17,3,3,1,2.607247185480511,303.5597201
1337,236.8415777,12.820833333333333,0.0,18,3,3,1,2.5510714519800506,277.4382429
1338,191.7033118,12.57333333333333,0.0,19,3,3,1,2.531578169097147,236.8415777
1339,162.8027492,12.259166666666667,0.0,20,3,3,1,2.50627395647412,191.7033118
1340,160.803097,11.719166666666666,0.0,21,3,3,1,2.461225678094156,162.8027492
1341,152.8505342,11.549166666666666,0.0,22,3,3,1,2.446613284292711,160.803097
1342,153.6628275,11.92,0.0,23,3,3,1,2.4782176616372036,152.8505342
1343,150.9279044,12.045833333333334,0.0,0,4,3,1,2.488718818674355,153.6628275
1344,150.551583,12.151666666666666,0.0,1,4,3,1,2.4974663345902837,150.9279044
1345,149.159738,12.225833333333334,0.0,2,4,3,1,2.503551199363552,150.551583
1346,149.9883567,12.238333333333335,0.0,3,4,3,1,2.5045731022354643,149.159738
1347,148.7218824,12.319166666666668,0.0,4,4,3,1,2.5111563151249983,149.9883567
1348,150.3552596,12.069166666666666,0.0,5,4,3,1,2.4906539910247645,148.7218824
1349,170.9914024,9.628333333333332,0.0,6,4,3,1,2.264710140565119,150.3552596
1350,216.6292674,8.023333333333333,0.0,7,4,3,1,2.082353963126871,170.9914024
1351,284.4338861,7.930833333333333,0.0,8,4,3,1,2.070758116296252,216.6292674
1352,340.857608,8.365833333333333,0.0,9,4,3,1,2.124155950915435,284.4338861
1353,375.004903,8.7275,0.0,10,4,3,1,2.166478959997054,340.857608
1354,394.1717598,8.495000000000003,0.0,11,4,3,1,2.1394777551238957,375.004903
1355,343.2346281,9.992500000000001,0.0,12,4,3,1,2.301834811603342,394.1717598
1356,323.6495899,10.203333333333331,0.0,13,4,3,1,2.3227144642892115,343.2346281
1357,338.1519869,9.400833333333333,0.0,14,4,3,1,2.2407983378288288,323.6495899
1358,351.2426554,8.4655,0.0,15,4,3,1,2.1359990805861493,338.1519869
1359,340.9624673,9.943333333333333,0.0,16,4,3,1,2.2969023098585475,351.2426554
1360,303.323839,9.458333333333334,0.0,17,4,3,1,2.246896187133457,340.9624673
1361,264.714268,8.365833333333333,0.0,18,4,3,1,2.124155950915435,303.323839
